STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,CLDD,CLDD_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX90,DX90_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
PO000008546,"PORTO, PO",41.1331,-8.6,93,1969-04,0,",E",0,",E",0,",E",2.5,",E,01,",31.8,",,E,21,",21.1,",E,15,",181.7,",E",110.5,",,,E",12.3,",E",16.9,",,,E",7.7,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1969-05,2.2,",E",0,",E",0,",E",6.3,",E,05,",53.2,",,E,08,",28,",E,10,",127.8,",E",231.4,",,,E",14.3,",E",18.1,",,,E",10.4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1969-06,20.3,",E",0,",E",0,",E",7.7,",E,01,",43,",,E,22,",30.9,",E,26,",39,",E",91.6,",,,E",17.7,",E",22.4,",,,E",13.1,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1969-07,103.4,",E",0,",E",5,",E",13.3,",E,09,",0.9,",,E,28,",36.3,",E,12,",0.3,",E",0.9,",,,E",21.7,",E",27.6,",,,E",15.8,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1969-08,86.6,",E",0,",E",5,",E",10,",E,02,",4.2,",,E,14,",35.2,",E,18,",5.1,",E",5.1,",,,E",21,",E",27.1,",,,E",14.8,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1969-09,11.4,",E",0,",E",0,",E",10.3,",E,25,+",35.4,",,E,10,",30.1,",E,25,",37.8,",E",120.7,",,,E",17.5,",E",22,",,,E",12.9,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1969-10,15.7,",E",0,",E",0,",E",7.9,",E,31,",19.4,",,E,13,",28.5,",E,08,",31.3,",E",51.9,",,,E",17.8,",E",22.8,",,,E",12.8,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1969-11,0,",E",0,",E",0,",E",0.3,",E,28,",40.4,",,E,22,",22.3,",E,01,",231,",E",193.8,",,,E",10.6,",E",15,",,,E",6.3,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1969-12,0,",E",5,",E",0,",E",-0.9,",E,12,",39.2,",,E,30,",15.9,",E,19,+",312.2,",E",123,",,,E",8.3,",E",12.6,",,,E",4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1970-01,0,",E",0,",E",0,",E",0.1,",E,01,",42.3,",,E,03,",16.1,",E,18,",235.2,",E",390.5,",,,E",10.8,",E",13.6,",,,E",7.9,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1970-02,0,",E",1,",E",0,",E",0,",E,16,",20.8,",,E,05,",18.6,",E,23,",259.7,",E",69.9,",,,E",9.1,",E",14,",,,E",4.1,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1970-03,0,",E",4,",E",0,",E",-1,",E,10,",7.3,",,E,24,",23,",E,19,",266.2,",E",25.3,",,,E",9.8,",E",15.6,",,,E",3.9,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1970-04,0,",E",0,",E",0,",E",2,",E,10,",12.8,",,E,11,",24.1,",E,30,",179.8,",E",19,",,,E",12.3,",E",18.1,",,,E",6.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1970-05,38.5,",E",0,",E",0,",E",4.2,",E,07,",27.3,",,E,12,",31.9,",E,30,",91.5,",E",131,",,,E",16.6,",E",22,",,,E",11.3,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1970-06,8,",E",0,",E",0,",E",10.5,",E,20,",36,",,E,04,",28.8,",E,01,",37.1,",E",128.4,",,,E",17.4,",E",21.5,",,,E",13.3,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1970-07,67.2,",E",0,",E",2,",E",11.8,",E,23,",5.8,",,E,08,",32.6,",E,16,",5.1,",E",7.6,",,,E",20.3,",E",25.5,",,,E",15.1,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1970-08,24.3,",E",0,",E",0,",E",10,",E,22,+",10.1,",,E,27,",28.5,",E,09,",12.6,",E",18.9,",,,E",18.7,",E",23.6,",,,E",13.8,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1970-09,75.7,",E",0,",E",6,",E",8.7,",E,11,",11,",,E,09,",36.8,",E,04,",20.3,",E",20.3,",,,E",20.2,",E",26.2,",,,E",14.1,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1970-10,16.5,",E",0,",E",0,",E",3.6,",E,25,",15.2,",,E,06,",30.8,",E,02,",97.3,",E",15.2,",,,E",15.7,",E",22.9,",,,E",8.5,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1970-11,0,",E",0,",E",0,",E",2,",E,13,",31.2,",,E,16,",27.7,",E,01,",130.6,",E",199.7,",,,E",14,",E",18.6,",,,E",9.4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1970-12,0,",E",8,",E",0,",E",-2,",E,24,",13.4,",,E,27,",15.5,",E,05,",361.2,",E",50.8,",,,E",6.7,",E",11.4,",,,E",1.9,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1971-01,0,",E",2,",E",0,",E",-2.1,",E,02,",27.3,",,E,20,",17.3,",E,09,",289.9,",E",264.5,",,,E",9,",E",12.9,",,,E",5.1,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1971-02,0,",E",0,",E",0,",E",0.1,",E,09,",22.6,",,E,17,",22.6,",E,25,",222.1,",E",44,",,,E",10.4,",E",16.3,",,,E",4.5,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1971-03,0,",E",2,",E",0,",E",-1.2,",E,09,",25.6,",,E,17,",20.4,",E,25,+",261.8,",E",77.8,",,,E",9.9,",E",14.9,",,,E",4.9,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1971-04,0,",E",0,",E",0,",E",3.4,",E,03,",26.3,",,E,01,",22.2,",E,17,",168,",E",84.9,",,,E",12.7,",E",17.1,",,,E",8.4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1971-05,0,",E",0,",E",0,",E",5,",E,03,",20.3,",,E,04,",22.3,",E,09,",138.5,",E",116.2,",,,E",13.9,",E",17.5,",,,E",10.3,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1971-06,13.4,",E",0,",E",2,",E",7,",E,12,",23.7,",,E,03,",33.7,",E,29,",69,",E",105.5,",,,E",16.5,",E",21,",,,E",12,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1971-07,70.5,",E",0,",E",3,",E",10.9,",E,27,",16.8,",,E,23,",33.1,",E,09,",3.1,",E",63.7,",,,E",20.5,",E",24.9,",,,E",16.1,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1971-08,27.4,",E",0,",E",0,",E",10.8,",E,07,",12.9,",,E,18,",32.1,",E,31,",13.1,",E",55.7,",,,E",18.8,",E",23.6,",,,E",14,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1971-09,45.8,",E",0,",E",1,",E",8,",E,19,",12.3,",,E,09,",32.9,",E,29,",26.3,",E",15.4,",,,E",19,",E",25,",,,E",13,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1971-10,10.7,",E",0,",E",0,",E",9,",E,10,",9.2,",,E,12,",27.7,",E,21,+",28.4,",E",19.9,",,,E",17.8,",E",23.4,",,,E",12.2,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1971-11,0,",E",0,",E",0,",E",0.2,",E,25,",31.4,",,E,05,",25,",E,01,",238,",E",62.4,",,,E",10.4,",E",15.8,",,,E",5,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1971-12,0,",E",1,",E",0,",E",0,",E,31,",18.2,",,E,28,+",19.2,",E,11,",257.1,",E",74.9,",,,E",10,",E",14.4,",,,E",5.7,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1972-01,0,",E",4,",E",0,",E",-0.7,",E,02,",31.1,",,E,16,",14.4,",E,06,",331.8,",E",212.9,",,,E",7.6,",E",11.8,",,,E",3.5,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1972-02,0,",E",0,",E",0,",E",0.5,",E,17,",59.3,",,E,10,",15.8,",E,22,+",264.9,",E",249.9,",,,E",9.2,",E",12.9,",,,E",5.5,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1972-03,0,",E",0,",E",0,",E",1,",E,02,",25.2,",,E,19,",21.2,",E,31,",241.3,",E",142.3,",,,E",10.6,",E",14.7,",,,E",6.4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1972-04,0,",E",0,",E",0,",E",4.6,",E,10,",19.9,",,E,29,",24.7,",E,01,",160.5,",E",61.1,",,,E",13,",E",17.7,",,,E",8.2,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1972-05,1.4,",E",0,",E",0,",E",2.6,",E,01,",27.2,",,E,21,",26.7,",E,27,",152.5,",E",52.7,",,,E",13.5,",E",18.3,",,,E",8.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1972-06,0,",E",0,",E",0,",E",5.9,",E,11,",8.7,",,E,04,",24.2,",E,15,",100.3,",E",28.5,",,,E",15,",E",19.4,",,,E",10.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1972-07,51.8,",E",0,",E",2,",E",10.1,",E,02,",1,",,E,24,",35.9,",E,12,",8.3,",E",1.8,",,,E",19.7,",E",24.8,",,,E",14.7,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1972-08,50.2,",E",0,",E",3,",E",10.6,",E,22,+",9.8,",,E,08,",33.4,",E,18,+",7.7,",E",11.7,",,,E",19.7,",E",25,",,,E",14.4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1972-09,12.5,",E",0,",E",0,",E",9.1,",E,18,",19.4,",,E,23,",26.2,",E,26,",25.1,",E",85.3,",,,E",17.9,",E",22.5,",,,E",13.4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1972-10,0,",E",0,",E",0,",E",6.6,",E,13,",64.7,",,E,26,",24,",E,15,",95.7,",E",190.6,",,,E",15.3,",E",19.6,",,,E",10.9,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1972-11,0,",E",0,",E",0,",E",1.5,",E,29,",25.2,",,E,19,",21.8,",E,04,",165.7,",E",116.4,",,,E",12.8,",E",16.6,",,,E",9,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1972-12,0,",E",0,",E",0,",E",0.8,",E,30,",31.5,",,E,01,",19.4,",E,19,",262,",E",140.1,",,,E",9.9,",E",14.1,",,,E",5.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1973-01,0,",E",0,",E",0,",E",0.1,",E,10,+",37.9,",,E,16,",16.8,",E,28,",300.8,",E",172.6,",,,E",8.6,",E",13.5,",,,E",3.8,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1973-02,0,",E",2,",E",0,",E",-0.9,",E,17,",23.3,",,E,14,",18.9,",E,27,",258.1,",E",66.3,",,,E",9.1,",E",14.3,",,,E",3.9,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1973-03,0,",E",0,",E",0,",E",2.6,",E,19,+",52.4,",,E,27,",22.8,",E,02,",216.5,",E",91.1,",,,E",11.4,",E",17.1,",,,E",5.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1973-04,0,",E",0,",E",0,",E",1.9,",E,11,",59.3,",,E,30,",26.2,",E,04,",153.8,",E",111.4,",,,E",13.2,",E",19,",,,E",7.4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1973-05,0.5,",E",0,",E",0,",E",7.1,",E,08,",40.4,",,E,17,",25.8,",E,11,",98.7,",E",163.6,",,,E",15.2,",E",19.4,",,,E",11,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1973-06,37,",E",0,",E",1,",E",9,",E,02,",30.9,",,E,26,",32.9,",E,23,",15.2,",E",35.5,",,,E",19.1,",E",24.2,",,,E",13.9,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1973-07,40.9,",E",0,",E",2,",E",10.9,",E,23,",12.4,",,E,16,",33.6,",E,10,",8.1,",E",28.1,",,,E",19.4,",E",24.1,",,,E",14.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1973-08,61.2,",E",0,",E",0,",E",12.6,",E,16,",1.9,",,E,10,",31.8,",E,31,",0.2,",E",2.4,",,,E",20.3,",E",25.4,",,,E",15.2,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1973-09,20.3,",E",0,",E",0,",E",9,",E,24,",43.9,",,E,13,",29.3,",E,01,",21.8,",E",85.9,",,,E",18.3,",E",23,",,,E",13.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1973-10,0,",E",0,",E",0,",E",6.8,",E,02,",20,",,E,03,",26.4,",E,07,",71,",E",104.3,",,,E",16,",E",20.8,",,,E",11.3,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1973-11,0,",E",0,",E",0,",E",0.5,",E,30,",8.1,",,E,03,",22.5,",E,22,",163.8,",E",12.9,",,,E",12.9,",E",18.2,",,,E",7.5,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1973-12,0,",E",3,",E",0,",E",-0.5,",E,11,",54.8,",,E,18,",16.8,",E,14,",315.1,",E",143.2,",,,E",8.2,",E",13.4,",,,E",2.9,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1974-01,0,",E",0,",E",0,",E",1.5,",E,01,",39.2,",,E,06,",16.5,",E,11,",239.3,",E",358.5,",,,E",10.6,",E",13.7,",,,E",7.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1974-02,0,",E",0,",E",0,",E",0.7,",E,28,",29.7,",,E,14,",17.6,",E,22,",245.4,",E",178.1,",,,E",9.6,",E",13.7,",,,E",5.5,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1974-03,0,",E",2,",E",0,",E",-1.3,",E,04,",14.8,",,E,22,",21.9,",E,06,",236.3,",E",77.9,",,,E",10.7,",E",15.2,",,,E",6.2,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1974-04,0,",E",0,",E",0,",E",4.1,",E,04,",10.8,",,E,01,",23.6,",E,17,",184.6,",E",33.8,",,,E",12.2,",E",16.9,",,,E",7.4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1974-05,20,",E",0,",E",2,",E",5.6,",E,02,",35.1,",,E,02,",32.7,",E,20,",112.1,",E",89.8,",,,E",15.4,",E",20.1,",,,E",10.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1974-06,23.4,",E",0,",E",0,",E",9.5,",E,01,",56,",,E,25,",31.6,",E,02,",35,",E",253.2,",,,E",17.9,",E",22.5,",,,E",13.4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1974-07,79.1,",E",0,",E",4,",E",11.7,",E,18,",0.7,",,E,15,",33,",E,24,",8.3,",E",1.2,",,,E",20.6,",E",26.2,",,,E",15.1,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1974-08,36.2,",E",0,",E",0,",E",8,",E,30,",14.7,",,E,31,",29.3,",E,18,",18.3,",E",17.6,",,,E",18.9,",E",24.2,",,,E",13.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1974-09,10.4,",E",0,",E",0,",E",5.5,",E,29,",29.4,",,E,01,",28.5,",E,19,",68.1,",E",67.4,",,,E",16.4,",E",21.4,",,,E",11.5,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1974-10,0,",E",0,",E",0,",E",1.4,",E,31,",6.8,",,E,21,",22.5,",E,01,",186.4,",E",18.5,",,,E",12.3,",E",17.6,",,,E",7.1,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1974-11,0,",E",0,",E",0,",E",1.7,",E,05,",75.4,",,E,14,",20.1,",E,09,",215.8,",E",237.2,",,,E",11.1,",E",16,",,,E",6.3,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1974-12,0,",E",2,",E",0,",E",-0.6,",E,17,",28.3,",,E,23,",17.9,",E,31,",259.4,",E",41.9,",,,E",10,",E",15.1,",,,E",4.8,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1975-01,0,"1,E",4,"1,E",0,"1,E",-0.9,"1,E,09,",40.7,",,E,23,",16.9,"1,E,12,",259,"1,E",161.2,",,,E",9.7,"1,E",14,"1,,,E",5.4,"1,,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1975-02,0,",E",0,",E",0,",E",2.1,",E,03,",32.5,",,E,10,",18.8,",E,25,",212.5,",E",163.6,",,,E",10.7,",E",14.4,",,,E",7.1,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1975-03,0,",E",2,",E",0,",E",-0.8,",E,11,",48.3,",,E,16,",18.3,",E,23,",264.2,",E",157.1,",,,E",9.8,",E",14.1,",,,E",5.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1975-04,0.5,",E",0,",E",0,",E",0.1,",E,06,",10.8,",,E,26,",27.2,",E,30,",165.1,",E",41.7,",,,E",12.9,",E",18.2,",,,E",7.5,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1975-05,3.2,",E",0,",E",0,",E",5.4,",E,09,",8.1,",,E,30,",28.5,",E,01,",121.6,",E",34.8,",,,E",14.5,",E",19.1,",,,E",9.9,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1975-06,20.4,",E",0,",E",1,",E",6.9,",E,04,",1.6,",,E,24,",32.8,",E,22,",35.1,",E",3.2,",,,E",17.8,",E",22.9,",,,E",12.8,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1975-07,29.5,",E",0,",E",1,",E",11.7,",E,16,",4,",,E,07,",35.5,",E,29,",7.8,",E",9.2,",,,E",19,",E",23.6,",,,E",14.4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1975-08,65.6,",E",0,",E",3,",E",11.3,",E,23,",0.1,",,E,16,+",35.1,",E,18,",0.2,",E",0.2,",,,E",20.4,",E",26.3,",,,E",14.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1975-09,14.8,",E",0,",E",1,",E",9.8,",E,17,",32.8,",,E,28,",32.7,",E,20,",39.9,",E",103.3,",,,E",17.5,",E",21.9,",,,E",13.1,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1975-10,5.3,",E",0,",E",0,",E",4.1,",E,13,",22.8,",,E,30,",25.7,",E,24,",64.7,",E",57.3,",,,E",16.4,",E",20.5,",,,E",12.3,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1975-11,0,",E",0,",E",0,",E",1.3,",E,19,",31.8,",,E,11,",23,",E,13,",201.3,",E",92,",,,E",11.6,",E",16.5,",,,E",6.8,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1975-12,0,",E",4,",E",0,",E",-0.4,",E,31,",25.6,",,E,11,",16.3,",E,04,",318.1,",E",51.5,",,,E",8.1,",E",12.5,",,,E",3.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1976-01,0,",E",9,",E",0,",E",-2,",E,16,",41.3,",,E,29,",21.7,",E,11,",311.2,",E",105.8,",,,E",8.3,",E",14.5,",,,E",2.1,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1976-02,0,",E",0,",E",0,",E",0.8,",E,15,",21.4,",,E,18,",22.6,",E,23,",222.2,",E",66.4,",,,E",10.7,",E",15.5,",,,E",5.8,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1976-03,0,",E",0,",E",0,",E",1.4,",E,11,",22.8,",,E,07,",25.8,",E,27,",224.2,",E",111.2,",,,E",11.1,",E",16.4,",,,E",5.8,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1976-04,0,",E",0,",E",0,",E",3.3,",E,05,",46.6,",,E,26,",22.9,",E,07,",171.5,",E",156.5,",,,E",12.6,",E",17.4,",,,E",7.8,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1976-05,2.8,",E",0,",E",0,",E",5.9,",E,20,",2,",,E,05,",27.8,",E,31,",98.7,",E",2.6,",,,E",15.2,",E",20.1,",,,E",10.4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1976-06,48.7,",E",0,",E",1,",E",11.8,",E,07,",1.4,",,E,27,",34.8,",E,26,",9.1,",E",1.8,",,,E",19.6,",E",24.9,",,,E",14.4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1976-07,81.8,",E",0,",E",4,",E",12.6,",E,18,",2.4,",,E,23,",37.3,",E,22,",1.3,",E",6.4,",,,E",20.9,",E",25.5,",,,E",16.4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1976-08,37,",E",0,",E",1,",E",11.6,",E,15,",19.8,",,E,21,",33.8,",E,01,",5.8,",E",46.5,",,,E",19.3,",E",24.2,",,,E",14.5,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1976-09,11.6,",E",0,",E",0,",E",7.7,",E,16,",32.1,",,E,24,",27.4,",E,04,",45.4,",E",76.2,",,,E",17.2,",E",21.7,",,,E",12.7,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1976-10,3.5,",E",0,",E",0,",E",4.7,",E,31,+",59.1,",,E,10,",26.1,",E,06,",136,",E",350,",,,E",14.1,",E",17.7,",,,E",10.4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1976-11,0,",E",0,",E",0,",E",1.6,",E,26,",36.2,",,E,11,",18.4,",E,17,",221.1,",E",179.6,",,,E",11,",E",14.9,",,,E",7,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1976-12,0,",E",0,",E",0,",E",1.2,",E,28,",47.1,",,E,24,",19.5,",E,09,",244.2,",E",271.4,",,,E",10.5,",E",13.6,",,,E",7.3,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1977-01,0,",E",1,",E",0,",E",-0.5,",E,10,",71.2,",,E,13,",17.7,",E,18,",284.1,",E",276.9,",,,E",9.2,",E",12.4,",,,E",6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1977-02,0,",E",0,",E",0,",E",1.6,",E,01,",51.8,",,E,19,",24.1,",E,28,",203,",E",363.6,",,,E",11.1,",E",14,",,,E",8.1,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1977-03,0,",E",0,",E",0,",E",1.8,",E,23,",33.6,",,E,10,",25,",E,04,",204.3,",E",155.6,",,,E",11.7,",E",16.5,",,,E",7,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1977-04,0,",E",0,",E",0,",E",4.7,",E,08,",29.5,",,E,02,",27.3,",E,12,",159,",E",97.5,",,,E",13,",E",17.4,",,,E",8.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1977-05,0,",E",0,",E",0,",E",3.5,",E,04,",28,",,E,12,",24.7,",E,19,",144.6,",E",83.2,",,,E",13.7,",E",18.1,",,,E",9.2,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1977-06,8.7,",E",0,",E",0,",E",6.8,",E,14,",11.3,",,E,08,",28.8,",E,30,",84.5,",E",47.8,",,,E",15.8,",E",20,",,,E",11.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1977-07,23.1,",E",0,",E",0,",E",11.6,",E,11,",7.9,",,E,05,",31.5,",E,20,",21,",E",16,",,,E",18.4,",E",22.8,",,,E",14,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1977-08,9.6,",E",0,",E",0,",E",9.6,",E,23,",47.4,",,E,19,",28.2,",E,03,",28.6,",E",51.5,",,,E",17.7,",E",22,",,,E",13.4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1977-09,54.7,",E",0,",E",1,",E",10.3,",E,01,",26.3,",,E,17,",32.5,",E,12,",8.8,",E",50.4,",,,E",19.9,",E",24.9,",,,E",14.9,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1977-10,1.7,",E",0,",E",0,",E",7.5,",E,23,",61.5,",,E,08,",25,",E,13,",81,",E",204,",,,E",15.8,",E",19.9,",,,E",11.7,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1977-11,0,",E",0,",E",0,",E",0.6,",E,23,",44.7,",,E,05,",21.9,",E,09,",204,",E",133.7,",,,E",11.5,",E",15.5,",,,E",7.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1977-12,0,",E",0,",E",0,",E",3.4,",E,01,",54.8,",,E,10,",22.2,",E,22,",182.2,",E",292.8,",,,E",12.4,",E",15.8,",,,E",9.1,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1978-01,0,",E",2,",E",0,",E",-0.5,",E,15,",23.5,",,E,27,",16.7,",E,02,",284,",E",139.9,",,,E",9.2,",E",12.7,",,,E",5.7,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1978-02,0,",E",2,",E",0,",E",-2.2,",E,12,",68.1,",,E,15,",18,",E,05,",209.9,",E",319.5,",,,E",10.8,",E",14.3,",,,E",7.4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1978-03,0,",E",0,",E",0,",E",2,",E,13,",29.6,",,E,01,",20,",E,09,",234.1,",E",129.6,",,,E",10.8,",E",14.8,",,,E",6.8,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1978-04,0,",E",0,",E",0,",E",3.2,",E,13,",26.7,",,E,28,",25.2,",E,21,",207.2,",E",147.3,",,,E",11.4,",E",15.1,",,,E",7.7,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1978-05,2.1,",E",0,",E",0,",E",5.8,",E,06,+",10.2,",,E,22,",27.7,",E,11,",121,",E",41.3,",,,E",14.5,",E",18.6,",,,E",10.4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1978-06,5.5,",E",0,",E",0,",E",9.9,",E,19,",10.7,",,E,25,",28.2,",E,07,",56.5,",E",47,",,,E",16.6,",E",20.8,",,,E",12.5,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1978-07,22.6,",E",0,",E",0,",E",9.5,",E,12,",0,",,E,31,+",29.4,",E,22,",26.5,",E",0,",,,E",18.2,",E",23.1,",,,E",13.4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1978-08,19.5,",E",0,",E",1,",E",9.3,",E,02,",0,",,E,31,+",32.8,",E,24,",27.9,",E",0,",,,E",18.1,",E",23.1,",,,E",13,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1978-09,69.5,",E",0,",E",3,",E",8.3,",E,30,",2.3,",,E,04,",36.3,",E,11,",5.5,",E",6.1,",,,E",20.5,",E",26.4,",,,E",14.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1978-10,2.2,",E",0,",E",0,",E",6.4,",E,31,",29.6,",,E,11,",27.2,",E,05,",56.4,",E",77.9,",,,E",16.6,",E",22.4,",,,E",10.8,",,,E"
